3840F,"Operation & Maintenance, ANG",AF,01,Operating Forces,01,Air Operations,050,011Z,Base Support,Y,"575,548","1,075","576,623","16,600",0,0,"16,600",0,"16,600","592,148","1,075","593,223",U
3840F,"Operation & Maintenance, ANG",AF,04,Administration And Service-Wide Activities,53,Servicewide Activities,060,042A,Administration,Y,"23,715",147,"23,862",0,0,0,0,0,0,"23,715",147,"23,862",U
3840F,"Operation & Maintenance, ANG",AF,04,Administration And Service-Wide Activities,53,Servicewide Activities,070,042J,Recruiting and Advertising,Y,"28,846","67,001","95,847",0,0,0,0,0,0,"28,846","67,001","95,847",U
0100D,"Operation and Maintenance, Defense-Wide",TJS,01,Operating Forces,1P,Defensewide Activities,010,1PL1,Joint Chiefs of Staff,Y,"506,113",0,"506,113",0,0,0,0,0,0,"506,113",0,"506,113",U
0100D,"Operation and Maintenance, Defense-Wide",OSD,01,Operating Forces,4G,Defensewide Activities,020,1GTN,Office of the Secretary of Defense,Y,"524,439",0,"524,439",0,0,0,0,0,0,"524,439",0,"524,439",U
0100D,"Operation and Maintenance, Defense-Wide",SOCOM,01,Operating Forces,1P,Defensewide Activities,030,1PL2,Special Operations Command/Operating Forces,Y,"4,898,159","44,300","4,942,459","2,650,651","217,056","427,189","3,294,896","-231,185","3,063,711","7,534,681","471,489","8,006,170",U
0100D,"Operation and Maintenance, Defense-Wide",DAU,03,Training and Recruiting,3E,Defensewide Activities,040,3EV2,Defense Acquisition University,Y,"138,658",0,"138,658",0,0,0,0,0,0,"138,658",0,"138,658",U
0100D,"Operation and Maintenance, Defense-Wide",TJS,03,Training and Recruiting,33,"Recruiting, and Other Training & Education",050,3PL1,Joint Chiefs of Staff,Y,"85,701",0,"85,701",0,0,0,0,0,0,"85,701",0,"85,701",U
0100D,"Operation and Maintenance, Defense-Wide",SOCOM,03,Training and Recruiting,3E,Defensewide Activities,060,3EV7,Special Operations Command/Training and Recruiting,Y,"365,349",0,"365,349",0,0,0,0,0,0,"365,349",0,"365,349",U
0100D,"Operation and Maintenance, Defense-Wide",CMP,04,Administration and Servicewide Activities,4G,Defensewide Activities,070,4GT3,Civil Military Programs,Y,"160,480",0,"160,480",0,0,0,0,0,0,"160,480",0,"160,480",U
0100D,"Operation and Maintenance, Defense-Wide",DCAA,04,Administration and Servicewide Activities,4G,Defensewide Activities,090,4GT6,Defense Contract Audit Agency,Y,"630,925","-48,977","581,948","13,436",0,0,"13,436",0,"13,436","644,361","-48,977","595,384",U
0100D,"Operation and Maintenance, Defense-Wide",DCMA,04,Administration and Servicewide Activities,4G,Defensewide Activities,100,4GTO,Defense Contract Management Agency,Y,"1,356,380",0,"1,356,380","13,564",0,0,"13,564",0,"13,564","1,369,944",0,"1,369,944",U
0100D,"Operation and Maintenance, Defense-Wide",DHRA,04,Administration and Servicewide Activities,4G,Defensewide Activities,110,4GT8,Defense Human Resources Activity,Y,"683,620","48,837","732,457",0,0,0,0,0,0,"683,620","48,837","732,457",U
0100D,"Operation and Maintenance, Defense-Wide",DISA,04,Administration and Servicewide Activities,4G,Defensewide Activities,120,4GT9,Defense Information Systems Agency,Y,"1,439,891","88,500","1,528,391","47,579","1,420",0,"48,999","-1,420","47,579","1,487,470","88,500","1,575,970",U
0100D,"Operation and Maintenance, Defense-Wide",DLSA,04,Administration and Servicewide Activities,4G,Defensewide Activities,140,4GTA,Defense Legal Services Agency,Y,"24,984",0,"24,984","111,986",0,0,"111,986",0,"111,986","136,970",0,"136,970",U
0100D,"Operation and Maintenance, Defense-Wide",DLA,04,Administration and Servicewide Activities,4G,Defensewide Activities,150,4GTB,Defense Logistics Agency,Y,"357,964",0,"357,964",0,0,0,0,0,0,"357,964",0,"357,964",U
0100D,"Operation and Maintenance, Defense-Wide",DMACT,04,Administration and Servicewide Activities,4G,Defensewide Activities,160,ES18,Defense Media Activity,Y,"223,422",0,"223,422","13,317",0,0,"13,317",0,"13,317","236,739",0,"236,739",U
0100D,"Operation and Maintenance, Defense-Wide",DPAA,04,Administration and Servicewide Activities,4G,Defensewide Activities,170,4GTC,Defense Personnel Accounting Agency,Y,"112,681",0,"112,681",0,0,0,0,0,0,"112,681",0,"112,681",U
0100D,"Operation and Maintenance, Defense-Wide",DSCA,04,Administration and Servicewide Activities,4G,Defensewide Activities,180,4GTD,Defense Security Cooperation Agency,Y,"496,754",0,"496,754","1,412,000",0,0,"1,412,000",0,"1,412,000","1,908,754",0,"1,908,754",U
0100D,"Operation and Maintenance, Defense-Wide",DSS,04,Administration and Servicewide Activities,4G,Defensewide Activities,190,4GTE,Defense Security Service,Y,"538,711","30,000","568,711",0,0,0,0,0,0,"538,711","30,000","568,711",U
0100D,"Operation and Maintenance, Defense-Wide",DTSA,04,Administration and Servicewide Activities,4G,Defensewide Activities,210,4GTH,Defense Technology Security Administration,Y,"35,417",0,"35,417",0,0,0,0,0,0,"35,417",0,"35,417",U
0100D,"Operation and Maintenance, Defense-Wide",DTRA,04,Administration and Servicewide Activities,4G,Defensewide Activities,220,4GTI,Defense Threat Reduction Agency,Y,"448,146",0,"448,146",0,0,0,0,0,0,"448,146",0,"448,146",U
0100D,"Operation and Maintenance, Defense-Wide",DODEA,04,Administration and Servicewide Activities,4G,Defensewide Activities,240,4GTJ,Department of Defense Education Activity,Y,"2,671,143",0,"2,671,143","67,000",0,0,"67,000",0,"67,000","2,738,143",0,"2,738,143",U
0100D,"Operation and Maintenance, Defense-Wide",MDA,04,Administration and Servicewide Activities,4G,Defensewide Activities,250,011A,Missile Defense Agency,Y,"446,975","20,300","467,275",0,0,0,0,0,0,"446,975","20,300","467,275",U
0100D,"Operation and Maintenance, Defense-Wide",OEA,04,Administration and Servicewide Activities,4G,Defensewide Activities,270,4GTM,Office of Economic Adjustment,Y,"155,399",0,"155,399",0,0,0,0,0,0,"155,399",0,"155,399",U
0100D,"Operation and Maintenance, Defense-Wide",OSD,04,Administration and Servicewide Activities,4G,Defensewide Activities,280,4GTN,Office of the Secretary of Defense,Y,"1,481,643","33,903","1,515,546","31,106",0,0,"31,106",0,"31,106","1,512,749","33,903","1,546,652",U
0100D,"Operation and Maintenance, Defense-Wide",SOCOM,04,Administration and Servicewide Activities,4G,Defensewide Activities,290,4GT1,Special Operations Command/Admin & Svc-wide Activities,Y,"89,429",0,"89,429",0,0,0,0,0,0,"89,429",0,"89,429",U
0100D,"Operation and Maintenance, Defense-Wide",WHS,04,Administration and Servicewide Activities,4G,Defensewide Activities,300,4GTQ,Washington Headquarters Services,Y,"629,874",0,"629,874","3,137",0,0,"3,137",0,"3,137","633,011",0,"633,011",U
0100D,"Operation and Maintenance, Defense-Wide",,04,Administration and Servicewide Activities,,,,9999,Classified Programs,Y,"14,069,333","190,668","14,260,001","1,618,397","194,483","192,284","2,005,164","-213,678","1,791,486","15,668,535","382,952","16,051,487",U
0107D,Office of the Inspector General,IG,01,Operation And Maintenance,4G,Defensewide Activities,010,4GTV,Office of the Inspector General,Y,"318,882","-1,415","317,467","22,062",0,0,"22,062",0,"22,062","340,944","-1,415","339,529",U
0107D,Office of the Inspector General,IG,02,RDT&E,4G,Defensewide Activities,020,4GTV,Office of the Inspector General,Y,"3,153","1,415","4,568",0,0,0,0,0,0,"3,153","1,415","4,568",U
0104D,"US Court of Appeals for Armed Forces, Def",CAAF,04,Administration And Associated Activities,4G,Defensewide Activities,010,4GTT,"Us Court of Appeals for the Armed Forces, Defense",Y,"14,194",0,"14,194",0,0,0,0,0,0,"14,194",0,"14,194",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,010,1,In-House Care,Y,"9,240,160",0,"9,240,160","95,366",0,0,"95,366",0,"95,366","9,335,526",0,"9,335,526",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,020,2,Private Sector Care,Y,"15,738,759","-225,832","15,512,927","233,073","2,547",0,"235,620",0,"235,620","15,974,379","-225,832","15,748,547",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,030,3,Consolidated Health Support,Y,"2,367,759",0,"2,367,759","3,325",0,0,"3,325",0,"3,325","2,371,084",0,"2,371,084",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,040,4,Information Management,Y,"1,743,749",0,"1,743,749",0,0,0,0,0,0,"1,743,749",0,"1,743,749",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,050,5,Management Activities,Y,"311,380",0,"311,380",0,0,0,0,0,0,"311,380",0,"311,380",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,060,6,Education and Training,Y,"743,231",0,"743,231",0,0,0,0,0,0,"743,231",0,"743,231",U
0130D,Defense Health Program,DHA,01,Operation & Maintenance,14,Defense Health Program,070,7,Base Operations/Communications,Y,"2,086,352",0,"2,086,352",0,0,0,0,0,0,"2,086,352",0,"2,086,352",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,080,0601,R&D Research,Y,"9,097",0,"9,097",0,0,0,0,0,0,"9,097",0,"9,097",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,090,0602,R&D Exploratry Development,Y,"58,517",0,"58,517",0,0,0,0,0,0,"58,517",0,"58,517",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,100,0603,R&D Advanced Development,Y,"221,226",0,"221,226",0,0,0,0,0,0,"221,226",0,"221,226",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,110,0604,R&D Demonstration/Validation,Y,"96,602",0,"96,602",0,0,0,0,0,0,"96,602",0,"96,602",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,120,0605,R&D Engineering Development,Y,"364,057",0,"364,057",0,0,0,0,0,0,"364,057",0,"364,057",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,130,0606,R&D Management and Support,Y,"58,410",0,"58,410",0,0,0,0,0,0,"58,410",0,"58,410",U
0130D,Defense Health Program,DHA,02,RDT&E,4G,Defensewide Activities,140,0607,R&D Capabilities Enhancement,Y,"14,998",0,"14,998",0,0,0,0,0,0,"14,998",0,"14,998",U
0130D,Defense Health Program,DHA,03,Procurement,4G,Defensewide Activities,150,7720,PROC Initial Outfitting,Y,"20,611",0,"20,611",0,0,0,0,0,0,"20,611",0,"20,611",U
0130D,Defense Health Program,DHA,03,Procurement,4G,Defensewide Activities,160,7721,PROC Replacement & Modernization,Y,"360,727",0,"360,727",0,0,0,0,0,0,"360,727",0,"360,727",U
0130D,Defense Health Program,DHA,03,Procurement,4G,Defensewide Activities,170,7746,PROC Joint Operational Medicine Information System,Y,"2,413",0,"2,413",0,0,0,0,0,0,"2,413",0,"2,413",U
0130D,Defense Health Program,DHA,03,Procurement,4G,Defensewide Activities,180,7787,PROC DoD Healthcare Management System Modernization,Y,"29,468",0,"29,468",0,0,0,0,0,0,"29,468",0,"29,468",U
0819D,"Overseas Humanitarian, Disaster, and Civic Aid",DSCA,01,Humanitarian Assistance,4G,Defensewide Activities,010,4GTD,"Overseas Humanitarian, Disaster and Civic Aid",Y,"105,125",0,"105,125",0,0,0,0,0,0,"105,125",0,"105,125",U
0134D,Cooperative Threat Reduction Account,DTRA,01,FSU Threat Reduction,1P,Defensewide Activities,010,1PL3,Former Soviet Union (FSU) Threat Reduction,Y,"325,604",0,"325,604",0,0,0,0,0,0,"325,604",0,"325,604",U
0111D,DoD Acquisition Workforce Development Fund,DAU,01,Acquisition Workforce Development,1Q,Acq Workforce Dev Fd,010,012,Acq Workforce Dev Fd,Y,0,"199,000","199,000",0,0,0,0,0,0,0,"199,000","199,000",U
0105D,"Drug Interdiction & Ctr-Drug Activities, Def",DEPS,01,Drug Interdiction And Counter Drug Activities,2F,Defensewide Activities,010,2FU1,"Drug Interdiction and Counter-Drug Activities, Defense",Y,"730,087",0,"730,087","215,333",0,0,"215,333",0,"215,333","945,420",0,"945,420",U
0105D,"Drug Interdiction & Ctr-Drug Activities, Def",DEPSDDR,02,Drug Demand Reduction Program,10,"Drug Intrdct & Cntr-Drg Act, Def",020,ES01,Drug Demand Reduction Program,Y,"114,713",0,"114,713",0,0,0,0,0,0,"114,713",0,"114,713",U
0810A,"Environmental Restoration, Army",ARMY,01,Department Of The Army,49,Defense Environmental Restoration Fund,030,493,"Environmental Restoration, Army",Y,"170,167",0,"170,167",0,0,0,0,0,0,"170,167",0,"170,167",U
0810N,"Environmental Restoration, Navy",NAVY,02,Department Of The Navy,45,Closed Account Adjustments,040,044G,"Environmental Restoration, Navy",Y,"281,762",0,"281,762",0,0,0,0,0,0,"281,762",0,"281,762",U
0810F,"Environmental Restoration, Air Force",AF,03,Department Of The Air Force,45,Closed Account Adjustments,050,042G,"Environmental Restoration, Air Force",Y,"371,521",0,"371,521",0,0,0,0,0,0,"371,521",0,"371,521",U
0810D,"Environmental Restoration, Defense",DEFW,04,Defense-Wide,45,Closed Account Adjustments,060,045G,"Environmental Restoration, Defense",Y,"9,009",0,"9,009",0,0,0,0,0,0,"9,009",0,"9,009",U
0811D,Environmental Restoration Formerly Used Sites,DEFW,05,Defense-Wide,45,Closed Account Adjustments,070,047G,Environmental Restoration Formerly Used Sites,Y,"197,084",0,"197,084",0,0,0,0,0,0,"197,084",0,"197,084",U
0118D,Overseas Contingency Operations Transfer Fund,DEFW,01,Overseas Contingency Operations Transfer Fund,45,Closed Account Adjustments,080,052,Overseas Contingency Operations Transfer Fund,Y,0,0,0,0,0,"1,610,000","1,610,000",0,"1,610,000",0,"1,610,000","1,610,000",U
0118D,Overseas Contingency Operations Transfer Fund,,01,Overseas Contingency Operations Transfer Fund,,,,9999,Classified Programs,Y,0,0,0,0,0,"359,800","359,800",0,"359,800",0,"359,800","359,800",U
0145D,Counterterrorism Partnerships Fund,DEFW,01,Counterterrorism Partnerships Fund,2H,Counterterrorism Partnerships Fund,100,010,Counterterrorism Partnerships Fund,Y,0,0,0,"1,000,000",0,0,"1,000,000",0,"1,000,000","1,000,000",0,"1,000,000",U
5188D,Disposal of DoD Real Property,AF,10,Concept Obligations,22,Disposal of DoD Real Property,110,110,Disposal of DoD Real Property,N,567,0,567,0,0,0,0,0,0,567,0,567,U
5188D,Disposal of DoD Real Property,ARMY,10,Concept Obligations,22,Disposal of DoD Real Property,120,110,Disposal of DoD Real Property,N,"4,315",0,"4,315",0,0,0,0,0,0,"4,315",0,"4,315",U
5188D,Disposal of DoD Real Property,NAVY,10,Concept Obligations,22,Disposal of DoD Real Property,130,110,Disposal of DoD Real Property,N,"3,293",0,"3,293",0,0,0,0,0,0,"3,293",0,"3,293",U
5189D,Lease of DoD Real Property,AF,10,Concept Obligations,25,Lease of DoD Real Property,140,110,Lease of DoD Real Property,N,"9,552",0,"9,552",0,0,0,0,0,0,"9,552",0,"9,552",U
5189D,Lease of DoD Real Property,ARMY,10,Concept Obligations,25,Lease of DoD Real Property,150,110,Lease of DoD Real Property,N,"20,259",0,"20,259",0,0,0,0,0,0,"20,259",0,"20,259",U
5189D,Lease of DoD Real Property,NAVY,10,Concept Obligations,25,Lease of DoD Real Property,160,110,Lease of DoD Real Property,N,"6,776",0,"6,776",0,0,0,0,0,0,"6,776",0,"6,776",U
